ঋণিতা	indebtedness
ঋণী	involved in debts, indebted
ঋণী থাকা	to be indebted ; to owe
ঋণী হওয়া	to be indebted ; to run into a debt
ঋত	truth and falsehood
ঋতি	act of going or moving ; gait
ঋতু	season, a tide or time ; menstruation, the menses
ঋতুকাল	a tide ; the period of menstruation
ঋতুনাথ	the king of seasons ; the spring
ঋতুপরিবর্তন	change of season
ঋতুপর্যায়	succession or revolution of the seasons
ঋতুমতী	menstruating, in the menses
ঋতুমতী হওয়া	to menstruate ; to menstruate for the first time
ঋতুরাজ	King of the seasons ; spring
ঋত্বিক	a family priest ; an assistant priest
ঋদ্ধ	prosperous, flourishing ; affluent, well-to-do
ঋদ্ধ ;	prosperous
ঋদ্ধি	all-round prosperity ; flourishing state
ঋদ্ধিমান	prosperous
ঋদ্ধিলাভ	attainment of prosperity
ঋভু	a god ; a superman
ঋষভ	Bull ; ox
ঋষি	a very wise ascetic ; a saint
ঋষিকল্প	saint-like ; saintly
ঋষিপ্রোক্ত	told by a saint
ঋষ্ট	inauspicious
ঋষ্টি	evil influence of a star ; an inauspicious thing, an evil
ঋষ্য	a species of deer
এ	this
এ	this person or animal or thing
এ	expressing a vocative sound
এই	this
এই	just , just this
এই	these
এই	this, it
এই কতক্ষণ	just a little while ago
এইক্ষণে	this instant
এইখানে	In this place ; here
এইগুলি	they
এইজন্য	seeing ; therefore
এইটি	this ; these
এই প্রকারে	in this manner
এই বাবদ	on this account
এইবার	this time ; now
এই বেলা	now that there is time
এইবেলা	Now ; while this opportunity lasts
এইভাবে	Thus ; in this way
এই মর্মে	to this effect
এইমাত্র	Just now ; just this moment
এই মুহুর্তে	at this moment ; just now
এইরুপ	such ; suchlike
এইরূপ	suchlike, similar ; such
এইরূপে	in this way or manner
এই শর্তে	on this condition
এইসা	suchlike, similar ; such
এইসা	in such a manner or amount ; too much
এই সুবাদে	thus related or connected ; owing to this
এওজ	exchange, barter
এওজি	obtained by exchange or barter
এঃ	expressing : detestation
এঁকেবেঁকে	in a winding manner ; in a zigzag way
এঁটুলি	a variety of Diptera
এঁটে	Tightly ; tight
এঁটেল	sticky, adhesive
এঁটেল পোকা	a variety of Diptera
এঁটেল মাটি	clayey soil
এঁটো	Orts ; leavings of a meal
এঁটো পাড়া	to clear the table
এঁড়িগেঁড়ি	pl spawn ; a large number of offspring
এঁড়ে	male ; resembling the roar of an ox
এঁড়ে	an ox, a bull ; a bullcalf
এঁড়ে	Testicle
এঁদো	Dark ; blind
এক	one or single person or individual
এক	:one. :one
এক আঁচড়ে	upon a cursory or slight examination
এক আঁচড়ে	upon a cursory or slight examination
এক আছড়া বৃষ্টি	a spell of light shower
একআধ	a few ; sparse
একই	similar
একইভাবে	alike ; like
এক-এক	some
একএক	some ; certain
একক	alone, unaccompanied
একক	a unit
এক কড়া	smallest amount or degree ; an iota
এককড়া	smallest amount or degree ; an iota
এককথা	One word
এককথায়	in a word
এককথায়	in a word
এককভাবে	alone ; singly
এককাঁড়ি	a lot of
এককালীন	Coeval ; contemporaneous
এককালীন অনুদান	a lump grant, non-recurring grant
এককালে	at one time ; at one and the same time
এককেন্দ্রিক	concentric
এককোষী	unicellular
একখন্ড গোটা সাবান	a cake of soap
একখান	One ; one piece of
এক খেল খেলা	to play a trick
একগঙ্গা	filled or full to the brim
একগর্ভপত্রী	monocarpellary
একগলা	reaching up to the neck
একগাদা	a heap of ; a great number or collection of
এক গামলা দুধে একফোঁটা চোনা	a fly in the ointment
একগাল	a mouthful of
একগাল	a mouthful
একগুঁয়ে	obstinate, obdurate, stubborn ; wilful, wayward
একগুঁয়ে	Headstrong ; obstinate
একগুঁয়েমি	obstinacy ; wilfulness, waywardness
একগুঁয়েমি	obduracy ; obstinacy
একগুচ্ছ	A bunch of ; a cluster of
একগেলাস জল	a glass of water
একগেলাস পরিমাণ	a tumblerful
একঘরে	ostracized ; cast out of society
একঘরে ব্যক্তি	an outcast
একঘাত	linear
একঘাত সমীকরণ	a linear equation
একঘেয়ে	monotonous ; hackneyed
একঘেয়ে	Monotonous ; hackneyed
একঘেয়েমি	monotony ; hackneyedness
একঘেয়েমি	boredom ; monotony
একচক্ষু	partial ; biased
একচত্বারিংশ	forty-first
একচত্বারিংশত্	forty-one
একচত্বারিংশত্তমী একচর	moving alone ; shunning company
একচল্লিশ	forty-one
এক চাকা গোটা সাবান	a soap-ball
একচিত্ত	absorbedly attentive
এক চুমুকে	in one sip
একচুল	hair's breadth
একচুল	by a hair's breadth
একচেটিয়া	monopolistic
একচেটিয়া	Monopolized ; monopolistic
একচেটিয়া অধিকার	monopoly
একচেটে	monopolistic
একচোখো	one-eyed, single-eyed ; look ing in one direction only
একচোখোমি	partiality ; prejudice
একচোট	Much at once
এক চোটে	at one stroke
একচোটে	without break or respite ; with one stroke or attempt
এক চোপে	with one stroke
একচ্ছত্র	paramount, sovereign ; brought under one rule
একছত্র	One line
এক ছুটে	in a run ; in a breath
একছুটে	at a single run
একজন	activist
একজাই	repeatedly
একজাই	sum total
একজাই করা	to unite ; to assemble, to collect
একজাতিতত্ত্ব	the one-nation theory
একজাতীয়	of the same caste ; homogeneous
একজামিন	an examination ; a test
একজামিন করা	to examine
এক-জাহাজ মাল	shipload of goods or cargo
একজিবিশন	an exhibition
একজোট	united ; assembled
একজোটে	in a body, all together
একজোড়া	twin ; brace
একজ্বরি	suffering from remittent fever
একজ্বরি	remittent fever
একটা	One ; a single
একটা কিছু	a certain, some
একটা-কিছু	something
একটা গোটা পাউরুটি	a loaf of bread
একটা দুটো	only a few
একটানা	continuous ; lying at a stretch
একটানে	in a single tug or pull ; at a stretch
একটি	an
এক টিপ নস্যি	a pinch of snuff
একটি মাত্র	only one ; one and one only
একটী	One ; merely one
একটু	only a little ; just a little
একটু একটু করে	little by little ; slowly but gradually
এক টুকরো পাউরুটি	a piece or slice of bread
এক টুকরো সাবান	a piece of soap
একটুখানি	Small piece ; a bit
একটেরে	lying apart ; keeping aloof
একতন্ত্রী	a one-stringed musical instrument
একতরফা	unilateral
একতলা	one-storeyed ; one-decked, single decked
একতলা	the ground floor
একতলা গাড়ি	a single decker
একতলীয়	coplanar
একতা	unity, union ; sameness, one ness, identity
একতাই বল	unity is strength
একতান	harmonious ; concerted
একতান	a harmonious note ; harmony
একতানমনা	closely attentive ; intent
একতার	Power ; influence
একতারা	a variety of monochord
একতাল	Musical measure of equal intervals ; harmony in musical notes
একত্ব	oneness, sameness, identity ; unity
একত্র	united
একত্র	in or at one place ; unitedly
একত্রিংশত্	thirty-one
একত্রিংশত্তমী একত্রিশ	thirty-one
একত্রিত	: in or at one place ; unitedly
একত্রীকরণ	amalgamation ; collation
একত্রে	jointly ; generally
একদণ্ডে	in a short time ; in a trice
একদন্ত	Having one tooth
একদম	at all
একদমই	absolutely
একদমে	at one breath ; quickly at a stretch
একদল	monocotyledonous
একদা	once upon a time ; once
একদিক	One quarter ; one side
একদিকে	In one direction ; on one side
একদিঠি	looking fixedly, gazing
একদিন	one day, someday ; one day or other
একদিন	a glorious time or period
একদিন অন্তর একদিন	every other day
একদৃষ্টি	staring
একদৃষ্টে	with a fixed look, gazingly
একদেশ	a part or portion or division ; a region
একদেশদর্শিতা	act of viewing partially ; partiality
একদেশদর্শী	viewing partially ; partial
এক দৌড়ে	at a hasty run
একদৌড়ে	at a run
একধাতুমান	monometallism
একধারে	In one direction ; on one side
একনবতি	ninety-one
একনবতিতমী একনলা	single-barrelled, one barrelled
একনলা	Having a single barrel
একনাগাড়ে	without break, at a stretch
একনাগাড়ে	Continuously ; at a stretch
একনায়ক	dictator ; autocrat
একনায়ক	Director ; autocrat
একনায়কতন্ত্র	autocracy or dictatorship
একনায়কতন্ত্র	dictatorship ; autocracy
একনায়কতান্ত্রিক	autocratic or dictatorial
একনায়কত্ব	Dictatorship
এক নিঃশ্বাসে	in a breath
এক নিমিষে	in the twinkling of an eye
একনিষ্ট	Devoted or attached to only one
একনিষ্ঠ	single minded or single-acting ; absorbedly attentive, intent. fem
একনিষ্ঠা একনিষ্ঠতা	single-mindedness
একপক্ষ	One party ; one side
এক পক্ষে	viewing from one angle ; in a way
একপক্ষে	On one side ; on the one hand
একপঞ্চাশ	fifty-one
এক পথের পথিক	a fellow-traveller
একপাটি	one of a pair ; one set of
একপাদ	one-fourth
একপাদ	a fourth part, a quarter
একপার্শ্বিক	one-sided ; partial
একপাল উট	a drove of camels
একপাল কুকুরছানা	a litter of pup pies
একপাল গরু-মোষ	a herd of cattle
একপাল নেকড়ে	a pack of wolves
একপাল ভেড়া	a flock of sheep
একপাল মুরগির ছানা	a brood of chickens
একপাল হরিণ	a herd of deer
একপাশ	One side
একপাশে	In one direction ; on one side
একপেট	to one's fill
একপেট	a bellyful, one's fill
একপেশে	leaning or stooping to one side ; aslant
একপ্রকার	of a type ; of some sort or other
একপ্রকার	of a sort
একপ্রতিসম	zygomorphic
একপ্রস্হ	severe ; sufficient, of considerable amount
একপ্রাণ	inseparably united
একফালি	Slice ; piece cut off lengthwise
এক ফোঁটা	very small
এক ফোঁটা মেয়ে	a mere slip of a girl
একবংশীয়	descended from the same ancestor
একবগ্গা	obstinate ; stubborn
একবচন	the singular number
একবয়সী	of the same age
একবর্গা	obstinate ; stubborn, dogged
একবর্ণ	uniformly colored
একবাক্যে	with one voice ; with one accord, unanimously
এক বাটি	a cup ; a cupful
একবার	at one time ; once
একবার	one time
একবারে	at a time ; at a stroke
একবিংশ	twenty-first
একবিংশতি	twenty-one
একবিংশতিতমী একবীজপত্রী	monocotyledonous
একবিন্দু	A drop ; a jot
একবুক	chest-high ; breast-deep
একভাবাপন্ন	of one mind
একভাবে	uniformly ; in the same way
একভিতে	in one direction ; to one side
একমত	unanimous
একমনা	absorbed ; single-minded
একমনে	with rapt attention ; single-mindedly
একমাতৃক	uterine
একমাত্র	only
একমাত্রা	one dose ; one musical or metrical syllable
একমুখীকরণ	rectification
একমুখো	having one direction, one way
একমুষ্টি	a handful of
একমেটে	primed ; rough-cast
একমেটে করা	to prime ; to rough-cast
একযোগে	jointly ; en bloc
একযোগে	in a body ; unitedly
একর	an acre
একরকম	of the same kind ; same
একরকম	in a way ; on the whole, somehow
একরতি	only a little ; very small, tiny
একরত্তি	Very young ; very slight
একরব	one voice
একরার	confession ; promise
একরারনামা	written promise or statement ; bond
একরূপ	uniform ; identical
একরেখীয়	collinear
একরোখা	obstinate ; self-willed, wilful
এক লপ্তে	at a stretch
এক লম্ফে	at a leap
একলহমায়	in an instant
একলা	lone ; unaccompanied
একলা	alone ; helplessly
একলাই	Singly ; without others help
একলাই একশো	a host in oneself
একলিঙ্গ	unisexual ; declinous
একলিঙ্গ	Shiva
একলিঙ্গতা	unisexuality ; declinism
একশ	One hundred ; a host of
একশত	hundred ; centenary
একশা	mixed up together or confusedly
একশিরা	hydrocele ; orchitis
একশিরাল	unicostate
একশিলা	monolithic
একশেষ	excessiveness, overmuchness
একসঙ্গে	in a body ; at the same time
একসপ্ততি	seventy-one
একসা	Mixed up ; mingled together
একসাথে	together ; stand in with somebody
একসূত্রে	in one string
এক সেকেন্ডে	in a second ; in a trice
একস্থানে	somewhere ; at the same place
একস্হানে	in or at the same place ; in a certain place, somewhere
একহাঁটু	knee-deep
এক হাঁটু জল	knee-deep water
একহাত	measuring one cubit
একহাত	enough for one time
একহাত নেওয়া	to pay one out or back ; to teach one a lesson
একহারা	slim ; of a delicate structure
একা	unaccompanied ; lone
একা	alone
একাই একশো	a host in oneself
একা-একা	by oneself, single-handed
একাংশ	one part or portion
একাকার	mixed up confusedly
একাকিত্ব	loneliness ; solitariness
একাকী	alone ; unaccompanied
একাক্ষ	one-eyed ; uniaxial
একাক্ষর	of one syllable ; one-lettered
একাগ্র	intent ; single-minded
একাগ্রচিত্তে	intently ; single-mindedly, concentratedly
একাগ্রতা	intentness ; single mindedness
একাঙ্ক নাটক	one-act play
একাট্টা	assembled ; concerted
একাট্টা এককালীন	at a time ; simultaneous
একাত্ন	Very intimate
একাত্নতা	Indemnity ; oneness of spirit
একাত্ম	having one and the same soul ; inseparably united, closely inti nate
একাত্মতা	inseparable unity ; close intimacy and agreement
একাত্মবাদী	monistic
একাত্মবাদী	a monist
একাত্মা	inseparably united ; having close intimacy and agreement
একাদশ	: eleven. : eleventh
একাদশী	Eleventh day of a lunar fortnight
একাদিক্রমে	serially from the first ; continuously, without break
একাধারে	in one ; simultaneously
একাধিক	more than one
একাধিকবার	more than once
একাধিকার	monopoly ; exclusive rights
একাধিপতি	the sole ruler or master ; a sovereign or paramount ruler
একাধিপত্য	sole exclusive rule or overlordship ; sovereignty, paramountcy
একান্ত	excessive ; thorough
একান্ত	very, much ; thoroughly
একান্তই	if at all
একান্ত কক্ষ	a private chamber ; an ante-chamber
একান্তর	alternate
একান্তর কোণ	alternate angle
একান্তরক্রিয়া	alternando
একান্তসচিব	a private secretary
একান্তে	in private, confidentially ; aside
একান্ন	living and messing jointly ; living in a joint family
একান্ন	fifty-one
একান্নবর্তী পরিবার	a joint family
একাবয়ব	similar, alike ; uniform
একাবলী	a one-stringed necklace ; a variety of Bengali metrical foot
একায়ন	unity
একার	of one's own
একাল	present times, modern times
একাশিতম	eighty-first
একাশ্রয়	depending on only one for help ; deprived of any alternative
একাশ্রিত গুণ	a simple attribute or predicate ; a quality subsisting in one person
একাসন	having no seat but one
একাসন	one and the same seat
একাহ	a period of one day
একাহার	only one meal daily
একাহারী	taking but one meal daily
একাহিক	to be accomplished within a day ; happening or appearing daily
একি	expressing: surprise
একীকরণ	unification
একীকৃত	levelled, equalized ; unified, amalgamated
একীভবন	equalization ; fusion
একীভাব	unity ; unification
একীভূত	levelled ; mixed up together
একুন	sum total
একুনে	in total ; in all, altogether
একুল-ওকুল	this world and the next ; both the courses
একুশে	twenty-first
একুশে	the twenty-first day of a month
একে	on the one hand
একে	one person ; one thing
একে-একে	one by one ; one after an other
একেএকে	one by one ; gradually
একেবারে	downright, thorough
একেবারে	thoroughly, out and out
একেলা	Solitary ; single
একেশ্বর	only one God ; the sole master
একেশ্বরবাদ	monotheism
একেশ্বরবাদী	monotheistic
একেশ্বরবাদী	a monotheist
একোন	short of or less by one
একোনএকোননবতিতমী একোনপঞ্চাশ	forty-ninth
একোনএকোনপঞ্চাশত্তমী একোনষষ্টি	fifty-nine
একোনএকোনষষ্টিতমী একোনসপ্ততি	seventy-nine
একোনচত্বারিংশ	thirty-ninth
একোনচত্বারিংশত্	thirty-nine
একোননবতি	eighty-nine
একোনপঞ্চাশত্	forty-nine
একোনাশীতি	seventy-nine
একোনাশীতিতম	seventy-ninth
এক্কা	Gig
এক্তিয়ার	precinct ; jurisdiction
এক্ষণ	this moment
এক্ষণে	at this moment ; at the present time, now
এক্ষুণি	At once ; instantly
এক্সিকিউটিভ	executive
এখতিয়ার	jurisdiction ; purview
এখতিয়ার	Power ; influence
এখন	at this time ; now
এখন	this time ; present times
এখনই	at once
এখনও	still
এখনও	till now ; even in this state
এখনকার	of this time ; of the present times
এখন-তখন	very critical ; on the point of death
এখন থেকে	from now on
এখন পর্যন্ত	till now
এখন প্রভাত	it is morning
এখনি	At once ; instantly
এখনো	Still ; yet
এখান	this place ; this world, this mortal world
এখানকার	of this place or world
এখানে	here
এগনো	to advance, to go forward ; to proceed, to go on
এগনো-পিছনো	going for ward and retreating ; vacillation
এগারোই	eleventh
এগারোই	the eleventh day of month
এগিয়ে	ahead
এগিয়ে	proceed
এগিয়ে আসা	to come up
এগিয়ে দেওয়া	to go along with some body ; to accompany up to a distance
এগুতে	First ; before
এগোনো	Advance ; go forward
এগ্রিমেন্ট	Agreement
এজন্য	For this reason ; hence
এজন্যে	For this reason ; hence
এজমা	asthma
এজমালি	held by more than one ; shared jointly
এজলাস	a sitting of a judicial court
এজলাসখানা	court-room
এজাহার	deposition
এজেণ্ট	agent
এজেন্ট	a commercial representative
এজেন্সি	agency
এঞ্জিন	Engine ; locomotive
এটর্নি	an attorney-at-law, an attorney
এটর্নী	Attorney
এটা	this thing or creature or person
এটা বিচিত্র নয়	it is no wonder
এটি	this thing or creature or person
এটিই উপপাদ্য বিষয়	quod erat demonstrandum
এটুকু	This much
এটে	Thick root of the plantain tree ; rump
এড়া	to shoot or throw
এড়ান	eliminate ; get around
এড়ানো	to avoid
এড়ানো	Avoid
এড়ানোর	avoid
এড়ি	heel
এডিটর	an editor of a newspaper
এডিটরি	act of editing, editorship
এড়িতোলা জুতো	high-heeled shoes
এড়িয়ে যাওয়া	to avoid
এড়ো	slanting, leaning ; crosswise
এত	so much or so many ; to such a great extent
এতকাল	So long
এতক্ষণ	so long ; by this time
এতক্ষণে	By this time ; so long
এতখানি	So much ; so long
এতগুলি	so many ; so much
এতটা	so much ; so many
এত তাড়াতাড়িশীঘ্র	so soon
এতত্	this
এতত্	this person or creature or thing
এতত্কালীন	of present times
এতদতিরিক্ত	besides this ; more than this
এতদর্থে	for this ; for this reason
এতদিকে	in so many directions
এতদিন	so long
এতদিন	so many days
এতদিনে	after so many days
এতদীয়	of this
এতদুত্তরে	in reply to this
এতদুদ্দেশ্যে	for this purpose
এতদূর	so far
এতদূর	as far
এতদূর	what an audacity
এতদ্দেশে	in this country
এতদ্ব্যতীত	besides this ; apart from this
এতদ্রূপ	like this ; similar to this
এতন্মধ্যে	in it or these ; amongst these
এতবার	So many times
এ তল্লাটে	in the neigh bouring area
এতাদ়ৃশ	like this ; similar to this
এতাবত্ কাল	so long
এতাবৎ	This far ; so far
এতিম	having no means of livelihood ; orphan
এতিমখানা	a refuge ; an orphanage
এতেক	so much or so many
এতেলা	news ; information
এতেলা করা	to inform ; to report
এত্তেলা	Information ; news
এথেন্স	Athens
এদিক	this side ; this country or region or place
এদিক-ওদিক	this side and that ; all around
এদিক-ওদিক	this side and that ; all quarters
এদিক-ওদিক করা	to vacillate, to waver ; to misrepresent
এদিক-সেদিক করা	to vacillate, to waver ; to misrepresent
এদিকে	in the meantime, meanwhile
এদের	a. pl their ; of them or these
এদ্দিন	So many days
এধার	this side
এধার-ওধার	this side and that ; all around
এধার-ওধার	this side and that ; all sides, all quarters
এধার-ওধার করা	to vacillate, to waver ; to misrepresent
এনকোর দেওয়া	to applaud, to encore
এনট্রানস	entrance examination
এনতার	innumerable, multitudinous, countless ; profuse
এনতার	innumerably, without number ; immeasurably, profusely
এনভেলাপ	an envelope
এনামেল	Enamel
এন্ডা	Egg
এন্ডি	a variety of silk
এন্তার	Profuse ; innumerable
এ পর্যন্ত	till now ; thus far
এপর্যন্ত	Thus far ; till now
এপার	this bank or shore ; this side or extremity
এপার-ওপার করা	to go across and come back ; ferry over or across
এপাশ	this side or edge
এপাশে	On the side
এপ্রিল	april
এফ এ	F.A.
এফিডেভিট	an affidavit
এ ফোঁড় ও ফোঁড়	pierced or piercing all through
এবং	and
এবংবিধ	like this kind ; of this kind
এবড়ো-খেবড়ো	rugged, rough ; uneven
এবড়োখেবড়ো	Rough ; uneven
এবমস্তু	be it so, amen
এবাদত	worship
এবাদতখানা	a house of worship
এবার	on this occasion ; now
এবার	this time ; this year
এবার	how can you escape now?
এবারকার	present, current, this
এবে	this time ; now
এবেলা	in this part of the day
এবেলা	this part of the day ; forenoon
এবেলা-ওবেলা	twice daily
এম এ	M.A. ;  an M.A
এম এল এ	a Member of the Legislative Assembly
এমত	Such ; of this sort
এমন	like this ; suchlike
এমন	in such a way
এমন	such a one
এমনকি	even
এমনকি	incidentally
এমনকী	even
এমনতরো	like this ; suchlike
এমন সময়ে	at this time ; at such a time
এমনি	Without any reason ; for nothing
এমনি-এমনি	without cause ; spontaneously
এম পি	a Member of Parliament
এম বি	M.B. ; one who holds this degree
এম বি বি এস	the bachelor's de gree in medicine
এমুড়ো	this end
এমুড়ো ওমুড়ো	from this end to that ; throughout the length of
এ যাত্রা	this time
এযাত্রা	This time ; now
এযাবত্	till now. hitherto
এযাবৎ	Up till now ; hitherto
এযাবৎকাল	Up till now ; hitherto
এয়ার	air
এয়োতি	having one's husband alive
এয়োতি	a woman whose husband is alive
এর	a his ; its
এরকা	a variety of reed
এরণ্ড	the castor-oil plant
এরণ্ড-তেল	castor-oil
এরণ্ডা	a variety of tree
এরা	of
এরুপ	Of this from or shape ; such
এরূপ	like this ; suchlike
এরূপ	in such a manner
এরূপ	such a one
এরূপে	in this way or manner
এরোপ্লেন	an aeroplane
এল	ale
এলা	cardamom or its plant
এলাকা	area
এলাকায়	neighborhood
এলাচ	cardamom or its plant
এলাচি	Cardamom
এলানো	dishevelled, hanging loose ; relaxing
এলানো	to dishevel or be dishevelled ; to slacken
এলার্জি	allergy
এলাহি	great, grand ; pompous
এলাহি	God
এলাহী	God
এলিয়ে দেওয়া	to make dishevelled or disorderly
এলুমিনিয়াম	Aluminum
এলেবেলে	loose and unconnected ; incoherent
এলেম	knowledge ; learning
এলেমদার	Clever and learned ; intelligent
এলেমবাজ	learned ; clever
এলো	ruffled ; unrestrained
এলোমেলো	random ; haphazard
এলো	dishevelled, ruffed ; hanging loosely
এলোকেশী	a woman with unkempt hair ; an appellation of Goddess Kali
এলোথেলো	untied, untrimmed ; unkempt, un dressed
এলোপাতাড়ি	without measure ; unrestrained
এলোপাতাড়ি	without measure ; with out restraint
এলোপাতাড়ি	Unsystematic ; haphazard
এলোপাতাড়ি মার	a beating or drubbing without measure
এলোপাতাড়ি লড়াই	a scuffle, a confused fight
এলোপ্যাথি	allopathy
এলোমেলো	dishevelled, ruffled ; incoherent or irrelevant
এলোমেলো বলা	to talk incoherently or irrelevantly
এলোমেলো যুদ্ধ	a skirmish
এশিয়া	Asia
এশিয়ার	Oriental
এশীয়	Asian
এশীয়	an Asian
এষণা	search ; exploration
এষণী	a goldsmith's balance ; a probe
এষণীয়	desirable ; search able
এসপার-ওসপার	a final decision or settlement ; either good or bad consequence
এসপিএ	spa
এসরাজ	the esraj
এসিড	Acid
এসেন্স	essence
এসে যাওয়া	to be of consequence
এস্টেট	estate, landed property
এহেন	like this ; such
ঐকতান	concert ; a common chord
ঐকবাক্য	similarity in utterance or statement ; concurrence
ঐকমত্য	agreement in opinion ; concord
ঐকাগ্র্য	same as
ঐকান্তিক	profound
ঐকান্তিকতা	profundity, intensity ; earnestness
ঐকান্তিকে	in private
ঐকাহিক	ephemeral ; tertian
ঐকিক	Unitary ; reducing to units
ঐকিক নিয়ম	the unitary method
ঐক্য	unity, union ; concord
ঐক্যতান	Concert ; musical harmony
ঐক্যবদ্ধ	united, combined
ঐক্যাভাব	lack of unity or integration
ঐক্ষব	of or produced from sugarcane
ঐগুলি	they
ঐচ্ছিক	optional ; elective
ঐতরেয়	a branch of the Rig Veda
ঐতিহাসিক	historical
ঐতিহাসিক	historian
ঐতিহাসিকতা	historicity
ঐতিহ্য	tradition ; cultural heritage
ঐতিহ্যগত	traditional
ঐতিহ্যাগত	handed down by tradition
ঐতিহ্যিক	traditional
ঐন্দ্রজালিক	magical ; skilled in magic
ঐন্দ্রজালিক	a magician
ঐন্দ্রিয়	of sense organs ; directly perceptible by senses
ঐন্দ্রিলা	wife of demon Vritra
ঐভাবে	thus ; so
ঐরাবত	an elephant on which Indra rides
ঐরূপ	one like that
ঐশ	pertaining to or done by God ; divine
ঐশ্বরিক	divine ; heavenly
ঐশ্বর্য	wealth, riches ; splendour
ঐশ্বর্যগর্ব	purse-pride ; insolence from wealth
ঐশ্বর্যগর্বিত	purse-proud ; insolent from wealth
ঐশ্বর্যগর্বিতা	wealthy ; full of glory, glorious
ঐষ্টিক	relating to oblation or sacrifice
ঐহলৌকিক	of this world or life ; temporal
ও	that immediately preceding, last
ও	he
ও	expressing ; a call
ওই	that ; yonder
ওই	there
ওই	expressing mild regret for negligence ; ah, ah me
ওঁ	containing
ওঁ	the symbol representing the Supreme Being
ওঁকার	the sound
ওঁচলা	skin of fruits and vegetables ; refuse
ওঁচলাকুড়	a dustbin
ওঁচা	worthless or bad ; inferior
ওঁরা	they
ওকালতনামা	power of attorney
ওকালতি	the profession of a pleader ; pleading, advocacy, defence
ওকালতি করা	to practise as a pleader ; to plead for
ওকি	expressing: inquisitive ness
ও কে	who is he or she
ওকে	to him, him
ওকে	used in addressing or apostrophizing
ওখান	that or yonder place or region
ওখানকার	of that place or region
ওখানে	there
ওগরা	hotchpotch
ওঙ্কার	Mystic syllable om
ওচলানো	to winnow
ওজঃ	vigour, strength ; lustre
ওজঃগুণ	vigour
ওজন	weight
ওজন করা	to weigh
ওজন-করা	measured
ওজনদার	a weighman, a measurer
ওজর	a plea, an excuse ; a pretext
ওজস্বল	vigorous, full of strength
ওজস্বিতা	strength ; vigour
ওজস্বী	strong ; vigorous
ওজু	Ablution ; ceremonial washing before prayer
ওজোগুণ	ornateness and vigour of style
ওজোন	ozone
ওঝা	an exorcist
ওটকানো	search clumsily and hastily ; look for something hurriedly
ওটকিশতি	and if not moved
ওটমিল	oatmeal
ওটা	that
ওঠা	to rise ; to get up
ওঠানো	raise ; lift up
ওঠ্ ছুঁড়ি তোর বিয়ে	feverish haste
ওড়ম্বা	a spendthrift
ওড়া	to fly ; to flutter
ওড়া	Fly ; disappear
ওড়ানো	Fly
ওডিকোলন	eau-de-cologne
ওড়িয়া	of Orissa or its people
ওড়িয়া	a native of Orissa ; the language of Orissa
ওড়িশা	Orissa
ওড়িশি	of or pertaining to Orissa
ওড্র	old name of Orissa
ওত	an ambush
ওত পাতা	to lie in wait
ওতপ্রোত	diffused, pervading ; inseparably mixed up
ওতপ্রোতভাবে	in separably, inextricably
ওৎ	Ambuscade ; wait
ওদন	food ; meal
ওদিক	That point ; that quarter or direction
ওদিকে	I that direction ; in that way
ওধার	that side or extremity or region
ওপর	Top
ওপার	the other side or bank
ওপারে	On the opposite side or
ওফ	expressing amazement ; oh
ওম	Om ; mystic name of the deities
ওমর	Age ; life
ওমলেট	omelet
ওমা	expressing: surprise ; fear etc
ওয়	Her ; his
ওয়াইন	wine
ওয়াইন	wine
ওয়াক	Sound of vomiting ; retching
ওয়াক তোলা	to make this sound ; to expectorate
ওয়াকিফহাল	conversant with the situation ; well-informed of the situation
ওয়াজিব	just, proper, right ; necessary, essential
ওয়াজিব	Just ; right
ওয়াড়	breadth
ওয়াদা	promise
ওয়াদা	Specified time
ওয়াদা দেওয়া	to set a time-limit
ওয়াপস	act of giving back, return
ওয়াপস করা	to give back, to return
ওয়ারিশ	an heir or heiress
ওয়ারিশান	heirs or heiresses
ওয়ারিস	Heirs
ওয়ারেন্ট	warrant
ওয়ারেন্ট	Warrant
ওয়ার্ড	Ward
ওয়ালা	Bright ; resplendent
ওয়াস্তা	act of attaching importance ; serious attention
ওয়াস্তা করা	to care  ; to attach importance
ওয়াস্তা রাখা	to care  ; to attach importance
ওয়াস্তে	For the sake of
ওয়াহাবি	a follower of Abdul Wahab ; a Muslim religious reformer
ওয়েন	wen
ওয়েবসাইট	website
ওয়েবসাইট	website
ওয়েস্ট	west
ওর	end, limit
ওর	a his ; its
ওরফে	Alias ; or
ওরসা	wet, moist
ওরা	They ; those
ওরাং ওটাং	orang-utan
ওরে	coll. and poet. form of
ওল	Arum
ওলকপি	kohlrabi
ওলন	a coming down, descent
ওলন্দাজ	a Hollander, a Dutch ; the Dutch language
ওলা	to take down
ওলাইচণ্ডী	the goddess of cholera
ওলান	udder
ওলিম্পিক	olympic
ওলো	hullo
ওষধি	Herb ; medicinal plants
ওষধিনাথ	the moon
ওষধিশালা	herbarium
ওষুধ	medicine
ওষ্ঠ	the upper lip ; any of the lips
ওষ্ঠব্রণ	a boil on the lip
ওষ্ঠাকার	shaped like lips ; labiate
ওষ্ঠাগতপ্রাণ	about to die
ওষ্ঠাধর	the two lips-upper and lower
ওষ্ঠ্য	pronounced by the lips, labial
ওষ্ঠ্য	a labial letter
ওস	dew
ওসার	breadth, width ; also dial. variant of
